"","H005","H010","H011","H012","H013","H014","H015","H016","H017","H019","H020","H021","H023","H027","H028","H029","H030","H031","H033","H035","H036","H037","H038","H039","H040","H041","H042","H043","H044","H045","H046","H047","H048","H049","H051","H053","H054","H055","H056","H057","H058","H059","H060","H063","H065","H066","H069","H072","H073","H077","H078","H079","H080","H081","H082","H084","H088","H089","H090","H093","H094","H095","H099","H100","H101","H102","H103","H104","H105","H107","H108","H109","H110","H111","H113","H115","H117","H118","H135","H148","H163","H164","H165","H167","H169","H171","H173","H187","H192","H194","H225","H228","H231","H233","H234","H236","H238","H239","H240","H242","H243","H246","H247","H249","H255","H257","H260","H265","H266","H270","H271"
"H037",0.00050159989216655,0.00181041490098423,0.00560374952879179,0.00103016188822049,0.000349384584561971,0.00125030491403965,0.000841638359598064,0.000363380845560195,0.000454740511963892,0.00261773490417723,0.000369528682233246,0.000349117016289125,0.000517291240927739,0.00062880036474561,0.000721788680652434,0.00125420226004624,0.000642843156524127,0.00175528738075059,0.0016982444406872,0.00178526783248043,0.00176581688627577,0.0867389875493407,0.000320649707485036,0.00218118494868999,0.00272151249184969,0.000690089726079365,0.00162699236057216,0.00191607333744733,0.0005441549293932,0.000718064774455763,0.000377044982242508,0.000545400159970522,0.00182095399051348,0.000320161597390382,0.00454936386763917,0.00190700569033994,0.00111182735559489,0.000304355247641913,0.000275620224343966,0.000364326175582191,0.00168235669727219,0.000442530615346847,0.00037844723934241,0.000657905058592397,0.00123497758765537,0.000438137861244926,0.000376039084294147,0.00049732099610929,0.000359684573508615,0.00145762904449595,0.000466304633509522,0.000492862471120789,0.000446488076091974,0.00165306363802383,0.000331109935819588,0.000509533039144858,0.00325830851146527,0.0017327192909294,0.000479689029158595,0.00106592829634863,0.000437783572183185,0.00350829746980199,0.00343929764061575,0.000434026970337579,0.00432853994360901,0.00408080562209894,0.00065523196642232,0.000782698651794943,0.000787897219255936,0.000626572629354577,0.000335545052343019,0.000549626289778582,0.00066298652493564,0.000479783307053939,0.00122188108244503,0.000457064433751438,0.00189228079707759,0.000353000223669714,0.00273604633081563,0.00117229153336767,0.000537887483009527,0.00111704376902815,0.00382740498423934,0.00230667688483101,0.0025648737249714,0.000463714906050448,0.00158752783750002,0.000440956660441476,0.00500780231619028,0.000540075538680056,0.00339164511395871,0.000521459607627152,0.00189848456722662,0.00108029524983993,0.000530808931595063,0.000501184630802646,0.000658631288106427,0.0010988247154966,0.000830266108495457,0.00452314777347628,0.000434904092889948,0.00044943760587597,0.00236458410074085,0.000525345832138462,0.00102930376834784,0.00318774169201446,0.000356569286278883,0.000549562208058745,0.000363482226467051,0.00129740843536213,0.000412753417173848
"H038",0.000938896889752732,2.07674201354536e-05,5.88003066198349e-06,2.17529872870997e-05,0.00127501382844748,2.46526949140494e-05,1.63508962671528e-05,0.0526187698593664,0.000860106282406139,1.18632511589927e-05,0.00649515267209572,0.0162338390464537,1.23716168149907e-05,0.000618547798211192,1.28354927943081e-05,1.15071401440438e-05,0.000402434720232203,1.43276061154468e-05,7.82103685769561e-06,1.41563842860348e-05,1.55079122375412e-05,0.000320649707485036,0.225698343240994,6.21088721488286e-06,3.39107058938916e-06,0.000834783226564733,1.13937532843451e-05,1.158714498911e-05,0.00171627424427649,0.00284126242736506,0.00960642662169662,0.000619509563883849,2.36377746790651e-05,0.0895418525455761,4.80511146884588e-06,1.20526534176809e-05,9.73683691763492e-06,0.00119811692950241,0.00269056172009188,0.00623531105394973,1.18713997160912e-05,0.0248445823389277,0.000838888124269366,8.11669668813538e-06,1.68835647604769e-05,0.00421844516631665,1.49680879832245e-05,0.00240325877556266,0.00522441136715534,8.80333469416525e-06,0.014873990830301,0.00110534590180054,0.00131679390501946,2.11077512499191e-05,0.00389608603732605,0.00241310712534684,3.16322026616465e-06,1.28540002329168e-05,1.9785920351307e-05,9.3193368320013e-06,0.00103275532402743,6.41947226308763e-06,2.25693447036296e-05,0.0465681175164912,8.05044198072012e-06,1.04959494480106e-05,0.00248302376614636,0.00246014785842158,0.0011369480056408,0.0015717422114278,0.00078133769609479,0.00364317684308738,0.00176308573926209,0.000962604938270918,0.00232141556952282,0.00107817081468209,1.54220524659853e-05,0.000593897880465655,7.52531645962899e-06,1.10110844416464e-05,0.00677998863672792,2.55062493982725e-05,3.41548250611349e-06,2.80608602254796e-05,4.33878084888746e-06,0.000678582882860948,9.25541581048976e-06,0.00245269745033117,3.50269298739306e-06,0.00363907340941332,3.50493771294949e-06,0.00226847514893884,0.00118809659525336,0.00126873580191005,0.000799299578235782,0.00200716622990008,0.000823978797610638,2.29978799390466e-05,0.0161507021576025,0.000132547966668425,0.0484235237104214,0.00488769732746098,4.30264258632543e-06,0.00277072942800237,0.000909755625883614,1.23232729540882e-05,0.00130515767074371,0.00210071908145598,0.0130086630482869,1.96940118211358e-05,0.00126103600120226
"H039",3.52319991810923e-05,0.00348390228557649,0.00215890190998126,0.000721971256109418,1.31536105490698e-05,0.00078143411490966,0.00102537845982062,7.34323043831955e-06,2.01883791122477e-05,0.00161686380619577,1.39049391810833e-05,1.05715913761531e-05,0.000353616916320142,4.90111128561429e-05,0.00207811707729754,0.00104578037842584,9.33819760652157e-05,0.00142584997794578,0.023930217224594,0.00373416265939762,0.00602911080585365,0.00218118494868999,6.21088721488286e-06,0.154212126814475,0.0245888750356516,5.63606911005043e-05,0.00101651905723127,0.00150935298825775,2.78744765269065e-05,1.74106500320092e-05,1.18381026256621e-05,4.40779438242115e-05,0.00237298562960035,8.06479415371173e-06,0.00198878144298616,0.00386453122636467,0.00657200651835712,1.99439175270943e-05,1.22884831300198e-05,1.22777437904607e-05,0.00160155553337497,8.65768222089727e-06,4.70814701486186e-05,0.00101257436743736,0.00168640704627786,1.51440422622541e-05,0.000447680266412848,2.90291731374774e-05,1.12861843423192e-05,0.00150590308069608,1.16030985053733e-05,2.00820249755686e-05,2.38772957987339e-05,0.00395479610619297,1.25494834263158e-05,3.26278741740693e-05,0.0048929605991023,0.00322781292747244,0.000454625077520045,0.00173887688430954,4.97827712884967e-05,0.00930615777091771,0.00187615717919093,9.38021018503466e-06,0.00364828385805077,0.0037987140767548,2.73188226505776e-05,3.92686174638973e-05,5.49688723506783e-05,3.20448780039585e-05,2.73548333936072e-05,2.41446922478897e-05,2.55322363226186e-05,3.23058668046833e-05,3.32339990546997e-05,5.80740676176779e-05,0.00987342657640947,4.01069085073364e-05,0.0232953987617162,0.00192943594422816,3.29826498018948e-05,0.00101082059592414,0.00898184806766996,0.00165435668497185,0.0144906998021325,2.56946606996398e-05,0.00276876360645429,1.13280338340343e-05,0.00351955841183435,1.99535717157747e-05,0.0159700866115288,2.06479458793309e-05,0.000145834160146495,8.11325467645758e-05,3.98461529570863e-05,3.60604936880561e-05,2.81630359002266e-05,0.00192079692327128,1.65709901359792e-05,0.00135769495059836,1.13844340679768e-05,1.35438612110694e-05,0.0106634587939172,1.8337734731128e-05,7.84309265417323e-05,0.00249342729290304,1.34649392839446e-05,3.22192182424886e-05,1.02104607368568e-05,0.00242010116370818,3.6266035389478e-05
"H040",2.88864143250682e-05,0.00318965679030993,0.006290414061541,0.000824753255629523,8.5493793785495e-06,0.0011843444574699,0.00113353664291986,4.36122469505721e-06,1.56555238149522e-05,0.00288645196272256,8.38782881082875e-06,5.63650593891746e-06,0.000436824903551874,4.04138003374614e-05,0.00121557331383414,0.00127068047088928,7.00665352491942e-05,0.00172136518424274,0.00750657380151148,0.00729786722962105,0.00326754784038931,0.00272151249184969,3.39107058938916e-06,0.0245888750356516,0.192633183987703,3.85491620522048e-05,0.00120555175402905,0.00165489999177098,2.12916911339364e-05,1.26408180951734e-05,6.70128934657688e-06,3.26127453171652e-05,0.00361838223482872,4.42588945414532e-06,0.00777683641251367,0.00485711566377525,0.00388539025945825,1.17545958713768e-05,6.975266187228e-06,7.72884406252577e-06,0.00261584781529816,5.18564171913631e-06,2.95484316668865e-05,0.00112536963872942,0.0016049855853491,8.56687227060726e-06,0.000320104018894923,1.95455355898197e-05,7.87871827597077e-06,0.0013400344887135,6.50568483861368e-06,1.44488130429143e-05,1.48738770565263e-05,0.00229655263937072,7.70695798233284e-06,2.07941889203226e-05,0.0186703431831177,0.00349312392674289,0.000526218220178363,0.00216107156480679,2.8048926910429e-05,0.0102771765305983,0.00232459394598835,5.57052283269917e-06,0.0057328213789663,0.00442132626470965,2.03514914098552e-05,2.47598692646604e-05,3.54703403702964e-05,2.1118870577307e-05,1.8240750388488e-05,1.52785721261828e-05,2.05375367867728e-05,2.29019168267156e-05,2.82943037437924e-05,3.40383872635802e-05,0.00470498996890825,2.66736065613436e-05,0.0405618427660592,0.00144003048895958,1.72378798214229e-05,0.000841031082474668,0.0249397337328618,0.00203590798536321,0.0250258355685455,2.044176224005e-05,0.00301986741166079,7.03591380214597e-06,0.0115164167815803,1.3206278807583e-05,0.03083952483179,1.57878632012931e-05,0.000125617488705235,6.16564260963575e-05,2.55475306468723e-05,2.39780880143939e-05,1.96890935109122e-05,0.000991295099061384,1.10600163156157e-05,0.00103781095330911,6.02814274811504e-06,7.6393454161401e-06,0.0172142420260938,1.25713366543158e-05,5.28922636347852e-05,0.00306130957706623,8.82405326254418e-06,2.2529727647978e-05,6.26205481004988e-06,0.00339455598812034,2.5144600961048e-05
"H041",0.00365286774653294,0.00016177623187056,6.19484142509266e-05,0.000207015933825374,0.00375663027220914,0.000215460796736791,0.000131333184303967,0.00100300753480062,0.00400222514395122,9.5016989386376e-05,0.000660415711266126,0.0014596574118097,0.000133808215949202,0.00258043488504859,0.000165731694994915,0.000196074926102421,0.00390619328634474,0.000216328373392984,8.08013353499415e-05,8.62397769582986e-05,7.83202017652786e-05,0.000690089726079365,0.000834783226564733,5.63606911005043e-05,3.85491620522048e-05,0.0794269868539904,7.33355414232368e-05,7.44119938087489e-05,0.00310395926166962,0.00159597708255714,0.00141076329897645,0.00721336050527453,9.74689204635654e-05,0.000753294110192678,5.83216308565395e-05,6.91656172725097e-05,0.000107461133331261,0.00337791231477459,0.00324588838120873,0.00129960538673665,0.000124154245033011,0.00172192086924519,0.00185745457612098,0.000107591142154471,9.53807302904592e-05,0.00131117478852408,0.000243465045592293,0.00150489451290335,0.00102146728096911,5.94442705650773e-05,0.00205100045470502,0.00131883955690505,0.00112766544184133,0.000238485550704973,0.00288755132046236,0.00256091219393549,3.96104368818801e-05,8.17136869304653e-05,0.000182438649105625,0.000100868309458279,0.0217043060815855,8.59635916831714e-05,0.000135047784471563,0.0008437440092834,8.07966761474845e-05,9.10192583668022e-05,0.00134299691004799,0.00758688299948333,0.00599073937293636,0.00175891157113827,0.00274484717609323,0.000783467061034265,0.00130799688281899,0.000925952456067625,0.00135479750477122,0.0013867452092875,9.41782541516595e-05,0.00248332960235027,4.84552625954471e-05,6.17943347545565e-05,0.00282990756588108,9.86039829888607e-05,3.94901128702449e-05,0.00016530147840502,6.36742039526736e-05,0.00115784435765819,8.94074162170848e-05,0.00253353292679187,5.56347220553575e-05,0.000883524317169852,4.59110968460088e-05,0.00127075810578932,0.000997233106097017,0.000960638657125855,0.000833689395316364,0.000826181617326669,0.00144551522386931,0.000114179256877317,0.0018329521408477,0.000668587397397673,0.000994643794108004,0.00189707837153934,6.25063868182941e-05,0.00103306705439833,0.00463754111285046,0.000116081335849862,0.00267028706703963,0.0018515067775884,0.000793402316339049,8.02632834753806e-05,0.00126643305819615
"H042",5.22983845569178e-05,0.00529658862072239,0.00170082551864799,0.00429952337197418,2.72139503796298e-05,0.00141090975313359,0.000579592235018695,1.30421077004122e-05,4.41737053053882e-05,0.00130342958924662,2.07777496593292e-05,1.5396157568163e-05,0.000442353350643816,0.000182617805388125,0.00055582045571755,0.000880134026758475,0.000172508627286727,0.000694637801116712,0.000763429197468154,0.0011421294910948,0.000720146144014162,0.00162699236057216,1.13937532843451e-05,0.00101651905723127,0.00120555175402905,7.33355414232368e-05,0.101560393597091,0.0545733333018323,4.44582496178649e-05,4.26254750081772e-05,1.99625535965558e-05,5.61850463562886e-05,0.0013842472597143,1.23166513577388e-05,0.00151387594699706,0.00110224365883294,0.000560452810072232,2.1614079157066e-05,1.52438325024796e-05,2.03355913430373e-05,0.000932876295205885,1.81440462677461e-05,7.55015818029999e-05,0.000353139949241136,0.00107045495104055,3.2366485116566e-05,0.000316033216476432,3.86826179328697e-05,2.07850104312769e-05,0.0435239345018454,1.7655080487331e-05,9.2346794274714e-05,8.76098956069205e-05,0.000558731549300805,1.77409434659531e-05,7.41082727158017e-05,0.00158587784942219,0.000855357323229273,0.000338449724185359,0.00121746548418723,4.61424467682762e-05,0.00109276063215656,0.00176128073619871,1.48286595646691e-05,0.00288583274517753,0.00271991514995019,4.53668794121859e-05,5.11632994747556e-05,6.89498270066515e-05,5.32485288882272e-05,3.1076607065672e-05,4.24059900016982e-05,8.25039691326592e-05,5.78120073217506e-05,6.43159014043834e-05,4.89800692496653e-05,0.00177919064725621,4.12963954459336e-05,0.00109010603005646,0.0259763969088058,3.16151568433578e-05,0.00416638364404205,0.00128566432040217,0.0100208260246849,0.00073901272520148,0.000112020373693264,0.00154743817630286,2.81538257044239e-05,0.00118005549031139,3.15767900906715e-05,0.000978180470228348,3.4829637378834e-05,0.000364305526403521,0.000131999774437675,0.000115202436080616,4.02276228372095e-05,0.000125055752658473,0.00462050062191657,3.18383135383614e-05,0.00105485790091536,1.67092675427469e-05,2.70415704623521e-05,0.000739593707186577,3.87933017918329e-05,0.000122949787798343,0.0060604536722711,2.6792328797395e-05,9.88185584951279e-05,1.54357284780307e-05,0.000944328131622344,4.21333113133563e-05
"H043",5.36247272479663e-05,0.0076197535028038,0.00144526091854614,0.003811695339201,2.74399842411434e-05,0.00134062197792686,0.000878701893905615,1.32116702418086e-05,4.33653570058268e-05,0.000939976853597051,2.42161431206796e-05,1.63610667540364e-05,0.00056451770433773,0.000160232412435929,0.000848152642922541,0.000884299917599401,0.000198158667084427,0.000757843233328242,0.00104613367034508,0.00194925245817529,0.00101609956748042,0.00191607333744733,1.158714498911e-05,0.00150935298825775,0.00165489999177098,7.44119938087489e-05,0.0545733333018323,0.108128441000005,4.21543102777165e-05,4.04256493803877e-05,2.13480635589344e-05,5.81263537202699e-05,0.00152466796031058,1.27217746122495e-05,0.00141941941963353,0.00101957870525957,0.000761079068848501,2.34704217576364e-05,1.64877361505786e-05,2.25570966749686e-05,0.000733773280261947,1.74513459459953e-05,8.35622048252657e-05,0.000510307122007767,0.00145189325772762,3.25501712044244e-05,0.000414137996243157,3.740318602252e-05,2.25858546738689e-05,0.0473427878409046,1.87272436740922e-05,8.9264911182226e-05,8.93461993616668e-05,0.000915281926142535,1.89217104332554e-05,7.80457162765875e-05,0.00153744180633306,0.00123003704464579,0.000364525571591737,0.00183337157040756,5.00786808263245e-05,0.00137140187438245,0.00168054111781793,1.53691896126307e-05,0.00330247395167679,0.00328717115288759,4.10782535736612e-05,5.21208897105063e-05,7.26934539694767e-05,5.37615563202217e-05,3.62537779235828e-05,4.62024109530713e-05,8.58210047737704e-05,6.57467239299514e-05,6.81961596595943e-05,5.88074990571084e-05,0.00248442270019246,4.86241684353838e-05,0.00138851867590858,0.0334189239549751,3.5145593332036e-05,0.00613552801583587,0.00136843653903445,0.0103295734725031,0.000999539242677812,0.000120959580853876,0.00125346058361005,2.8129362932152e-05,0.00122358529167234,3.62117685310931e-05,0.00109226935424065,3.28865720832632e-05,0.000436812517956516,0.000156313381828341,0.000118491431915244,4.71195203929721e-05,0.000122549775906865,0.00539140052863319,3.08200161246996e-05,0.00134643442834273,1.69138554327904e-05,2.83946635682034e-05,0.000862589666737013,4.35627476294863e-05,0.000128971401523686,0.00476264994559014,2.79755980354383e-05,0.000100448909692066,1.71004700021461e-05,0.00105179907153662,4.57394472265928e-05
"H044",0.0168301400409546,8.27780023735254e-05,3.06602209268597e-05,8.9455503141759e-05,0.00325835586643251,0.000189402661128333,8.31705419892221e-05,0.00156674379253835,0.00246070313499047,9.55489589215355e-05,0.00127647602872795,0.00241668691808314,6.78186935771835e-05,0.00659269160984524,5.85281025889532e-05,6.9026939366146e-05,0.00131327204792717,9.02922821637919e-05,3.97946588299082e-05,5.54418176266604e-05,4.9258189269463e-05,0.0005441549293932,0.00171627424427649,2.78744765269065e-05,2.12916911339364e-05,0.00310395926166962,4.44582496178649e-05,4.21543102777165e-05,0.104302011776822,0.00213965129132751,0.00257203560953651,0.00214856244125122,0.00014038106904614,0.0016840751610242,2.87305591052852e-05,8.5634806073596e-05,4.88274121512346e-05,0.00183898063305914,0.00227530096478799,0.00261214307954858,0.000108478722707489,0.00267554668091255,0.00113498129395496,4.54936664665428e-05,7.32658231839531e-05,0.00219719594228198,7.26065252746647e-05,0.0330663619083008,0.00199969783502217,3.44928120506896e-05,0.00261541410628428,0.00129709370953208,0.00149741226583699,9.51249003611279e-05,0.00343586427067469,0.00222385431577606,1.9908975660768e-05,5.25481051559146e-05,0.00014986958602444,5.47443200386827e-05,0.00306519391287936,4.16997160779952e-05,9.42760177276696e-05,0.00140752833093086,4.75607748219212e-05,5.21904571207771e-05,0.0207162078166662,0.00174764637985071,0.00147048855631143,0.00216888285488624,0.00212169581006545,0.00148205050619452,0.00140450202326162,0.0015417552530104,0.00167586949437158,0.000847243023587378,4.89971130077059e-05,0.00164313452853655,3.22778158178861e-05,3.85834693268687e-05,0.00154983825704972,7.36863053571837e-05,1.93323477381698e-05,0.00010063594035959,2.91642797610321e-05,0.00101780322844309,7.81495330417915e-05,0.00256662805740095,2.50533726734261e-05,0.00127702232054948,2.30269931417349e-05,0.02551943223235,0.000986377611405327,0.00119599147372398,0.000910621986931103,0.0014270831730371,0.00127295620988419,7.62171484671547e-05,0.00261841550639775,0.00032451967808565,0.0015806196155532,0.00222428858244687,2.78672784481583e-05,0.00245359703253928,0.00131864163717807,6.91174775052379e-05,0.00264895178126175,0.00162102271652709,0.00155622488554709,0.000113440087388113,0.00585526001631725
"H045",0.00101325406810919,4.48983695722994e-05,2.77711721495547e-05,7.21223709636521e-05,0.0066483536067611,7.89081993326679e-05,4.43027044240615e-05,0.00323817700547424,0.00979870431543996,4.00000130094754e-05,0.00107131936034778,0.00219740180059534,3.8016864608489e-05,0.00167709283203242,2.99751164413914e-05,3.85621314556256e-05,0.000517773061950856,4.36961543872846e-05,2.08993673896111e-05,3.23641552008915e-05,3.28790332918451e-05,0.000718064774455763,0.00284126242736506,1.74106500320092e-05,1.26408180951734e-05,0.00159597708255714,4.26254750081772e-05,4.04256493803877e-05,0.00213965129132751,0.123772893201655,0.00654132273704554,0.00121416338581416,4.68220896948333e-05,0.00240304538909163,2.43222620663657e-05,3.10574721722936e-05,2.36622545492828e-05,0.000758226964576391,0.00114995922471599,0.0014864445328388,3.63483903496386e-05,0.014126014720872,0.000609954517250965,2.02403838756056e-05,4.63432599360466e-05,0.0122239447194449,3.76215714774751e-05,0.00136028237582929,0.00186923203530406,3.48007722121759e-05,0.00221018755766225,0.00496308480095819,0.00225768690258946,4.22877144636625e-05,0.00129485721706613,0.00127088340782233,1.49812613015169e-05,3.03859688571067e-05,3.93094215793204e-05,3.14987241248128e-05,0.00100191271169287,2.20765902113707e-05,6.51531963448459e-05,0.00264764708229245,4.22294331716706e-05,5.29321028189202e-05,0.00247400684535118,0.00330338386006211,0.00180873386378487,0.00530335990375248,0.000623398166538044,0.00584003653246111,0.00175484328990315,0.00178060184896679,0.00276874975770491,0.000638999592958905,5.13962400241357e-05,0.000481303055354327,2.15892313876234e-05,3.63996278937762e-05,0.00145777501043806,5.87941951991872e-05,1.55891613039347e-05,6.48160353738635e-05,1.61678347241632e-05,0.00219311449627195,2.92245415760979e-05,0.0248653413243777,1.79396436005397e-05,0.00105798022680253,1.50046656969616e-05,0.00183450693000858,0.000897126942614192,0.00112049985384068,0.00170461214757613,0.000792115849506617,0.0025766691406971,5.48256313701091e-05,0.0102788114962326,0.000256182279405339,0.00250027248609121,0.0117349455116432,1.7036603363193e-05,0.00500730359621142,0.00426355914518805,5.80284034763788e-05,0.00668284728900778,0.00151145604715168,0.00151966592897581,3.71584286946371e-05,0.00071780950481747
"H046",0.00120748507216776,3.75072731930951e-05,1.00399165583564e-05,4.53150591325901e-05,0.0125921758991945,4.83160804664986e-05,4.3122072069529e-05,0.00582592744603973,0.00447134146704561,1.8791425632231e-05,0.00396637387378242,0.0309072515774808,3.06116461357436e-05,0.00110221070890861,2.67362179990043e-05,2.41466733160596e-05,0.000719751200060026,3.13145979198228e-05,1.60816742514689e-05,2.58747076696552e-05,2.64207415320617e-05,0.000377044982242508,0.00960642662169662,1.18381026256621e-05,6.70128934657688e-06,0.00141076329897645,1.99625535965558e-05,2.13480635589344e-05,0.00257203560953651,0.00654132273704554,0.165637932554391,0.00131425741610016,3.44034316370556e-05,0.0076514100744065,8.97640816268513e-06,2.03290932273056e-05,2.1399799293473e-05,0.00398949527979866,0.00887872774357387,0.00405188188980461,2.06389428460631e-05,0.0111153840156531,0.00148567709352643,1.72389856910702e-05,3.55582742751158e-05,0.0181285579616435,3.51575277986737e-05,0.00240701468280548,0.00285705210609522,1.77287784142608e-05,0.0177088870001946,0.00220543319735356,0.00269828419483533,4.25016953568739e-05,0.00751003689977585,0.00290926703576184,5.92040351069367e-06,2.2942813492209e-05,3.78640773967812e-05,2.31029825104014e-05,0.00246891221302412,1.39518622157801e-05,3.38609653041177e-05,0.00494235705612052,2.00373727599884e-05,2.69256681054103e-05,0.00157425270318335,0.0016495783158375,0.00124574428617104,0.00440512811378847,0.00295093957442146,0.0133879532159229,0.000983813537945342,0.00240995532156011,0.00138055850426603,0.00110041145553316,3.33932295777319e-05,0.00146576936600408,1.29652684279429e-05,2.21243164917703e-05,0.00389394741248785,4.43405840648572e-05,6.62713879842938e-06,3.69081373654166e-05,9.65052432366431e-06,0.00124713176161719,1.78391440477559e-05,0.0123575032453323,7.21362677552464e-06,0.00189683386413056,7.39883086207001e-06,0.00150846143993977,0.000893358864351424,0.00133560214350996,0.00156808652565137,0.0018309513535338,0.00132710635155614,4.47927355095889e-05,0.00373081584597523,0.000178873295955676,0.00857104937129233,0.021984121197226,9.40949480849306e-06,0.00956481649806333,0.00158992375043066,2.50225242565326e-05,0.0177705385683042,0.00175434537438142,0.0062463491053991,2.89500189250046e-05,0.00119903842247164
"H047",0.00165754010186965,0.000147536401297501,5.02878438443379e-05,0.000184833886188268,0.00326877712822254,0.000173448795118846,0.000147104706800003,0.000603887655026597,0.00368404771394058,7.05668855272502e-05,0.000565704631955505,0.000941267620539752,0.000150245495069081,0.00153101324000478,0.000114707174603611,0.000198292482323052,0.00768543112522587,0.000229732400757004,8.25553226180352e-05,8.47945060577943e-05,0.0001149200643218,0.000545400159970522,0.000619509563883849,4.40779438242115e-05,3.26127453171652e-05,0.00721336050527453,5.61850463562886e-05,5.81263537202699e-05,0.00214856244125122,0.00121416338581416,0.00131425741610016,0.0777913695044642,7.66540985196299e-05,0.000527629271242972,5.35371428245942e-05,5.53175246753932e-05,9.4075410011731e-05,0.00460937915723388,0.0035628905964366,0.000930387554504838,9.85215387882411e-05,0.00120517647847364,0.00519809424157709,0.0001001614493172,0.000150554362073852,0.000926618133207652,0.000185606692540688,0.000852401672361613,0.000892286070784535,4.97663456623151e-05,0.00195574794467418,0.000864685540601142,0.000792585763209577,0.000161249924419967,0.00281788993498391,0.00201472465637886,3.44966464252878e-05,0.000127617322594062,0.000177373050839723,0.000101415668737173,0.00597799425957619,8.30362056648222e-05,0.000182863976944337,0.000467178343099735,7.78808894618944e-05,8.55446676046565e-05,0.000780328147685914,0.001444557294917,0.00493635528621224,0.00551197695775824,0.00386050030272117,0.000587265958918546,0.000924124332950011,0.00236742699329282,0.000954560675922125,0.0015616087956374,6.75615690461952e-05,0.0118436647573815,4.08080993416867e-05,5.10731843345278e-05,0.000900556808470695,0.000132998433170521,3.32962361816401e-05,0.000123418374771472,5.79180705183432e-05,0.000883499268459893,7.95134920192482e-05,0.00163411738268225,5.15070997838372e-05,0.000554554151614567,3.92237419275613e-05,0.000700190081608001,0.000717637660829313,0.00233783672852642,0.0014982821682302,0.00212024287472008,0.000901015781580202,0.000132053933474997,0.00126739648640751,0.000588935829667292,0.000659106809307102,0.00109530336098353,5.56484397744911e-05,0.000857982503170345,0.00120109502174188,9.61134763684763e-05,0.00244009446192074,0.00107379592683651,0.000618637150383738,6.68775479542374e-05,0.000544769860428296
"H048",0.000199945302135327,0.00204000540350603,0.00111140853965665,0.000641638854848031,3.51118000431496e-05,0.00476896710029113,0.00134035409189517,2.68490928937752e-05,4.69508499158e-05,0.00783612348568806,5.60958841369049e-05,3.26283020522284e-05,0.000616580171487484,0.000183880693488428,0.00141255883531661,0.000723992559709624,0.000181633021190823,0.000877166591894059,0.00197834626098382,0.00377298612248756,0.00170926615657612,0.00182095399051348,2.36377746790651e-05,0.00237298562960035,0.00361838223482872,9.74689204635654e-05,0.0013842472597143,0.00152466796031058,0.00014038106904614,4.68220896948333e-05,3.44034316370556e-05,7.66540985196299e-05,0.0958245361175912,2.89085808179522e-05,0.00128789574721342,0.0183944540952157,0.00127302655961538,3.93557643378408e-05,3.05389721510687e-05,5.53942177951624e-05,0.00553809246148383,2.75738437466499e-05,7.76004859926736e-05,0.00110938934381406,0.00223179415770227,4.22735649314187e-05,0.000478742686393377,0.000152833935554058,4.97146556685844e-05,0.00112252421473875,3.48836330354954e-05,5.71219453924167e-05,6.77528705752574e-05,0.00227581668653413,3.71428454395878e-05,7.45125088727063e-05,0.00190418666550762,0.00239226353789325,0.00171422773858249,0.00207292071879393,8.36547185487e-05,0.00156482713707,0.00238234369588121,3.28488223900205e-05,0.00157367112273227,0.00122271715338624,0.000143532779575006,7.69519291006022e-05,9.47860532445697e-05,6.62869303492756e-05,6.73982440197993e-05,6.69203439003378e-05,9.35106222741972e-05,9.77562199104466e-05,0.000122233397191005,0.000113356647597706,0.00157378674659649,8.67004814835014e-05,0.00362246249008083,0.0012501595411916,6.75894624042348e-05,0.00153538397360468,0.00123650932020961,0.0040355562175725,0.00189580847176248,8.45177676650837e-05,0.00527853870286409,3.54182879349368e-05,0.00125554738689461,8.07061301047122e-05,0.00146352042996194,0.000131909987638509,0.00038759737380191,0.000200881836581879,8.22901280639357e-05,0.000105054795897056,8.3544622786872e-05,0.00117690593865007,5.10008729966397e-05,0.00158837875917359,3.25576532261709e-05,4.04895094383009e-05,0.00127022641256739,7.49364180367136e-05,0.000130781573529094,0.00218441802189627,3.61743058452727e-05,8.51307866440511e-05,4.06170413475517e-05,0.064369808535275,0.000207720996731093
