"","H005","H010","H011","H012","H013","H014","H015","H016","H017","H019","H020","H021","H023","H027","H028","H029","H030","H031","H033","H035","H036","H037","H038","H039","H040","H041","H042","H043","H044","H045","H046","H047","H048","H049","H051","H053","H054","H055","H056","H057","H058","H059","H060","H063","H065","H066","H069","H072","H073","H077","H078","H079","H080","H081","H082","H084","H088","H089","H090","H093","H094","H095","H099","H100","H101","H102","H103","H104","H105","H107","H108","H109","H110","H111","H113","H115","H117","H118","H135","H148","H163","H164","H165","H167","H169","H171","H173","H187","H192","H194","H225","H228","H231","H233","H234","H236","H238","H239","H240","H242","H243","H246","H247","H249","H255","H257","H260","H265","H266","H270","H271"
"H084",0.00149995551097344,0.000160473385512619,2.80226510563882e-05,0.000142107817065529,0.00298463635367093,8.16428644759684e-05,7.76187666928066e-05,0.00182146650415332,0.00164459833293309,4.273787392028e-05,0.00159546714107126,0.00348530188465954,5.94827277404122e-05,0.00555101541675088,5.54187720022041e-05,6.59884070863521e-05,0.00380204678528505,8.74205917998789e-05,4.22638906242567e-05,5.90269501078994e-05,5.45897938905598e-05,0.000509533039144858,0.00241310712534684,3.26278741740693e-05,2.07941889203226e-05,0.00256091219393549,7.41082727158017e-05,7.80457162765875e-05,0.00222385431577606,0.00127088340782233,0.00290926703576184,0.00201472465637886,7.45125088727063e-05,0.00159243101141629,2.47155918531283e-05,4.57567486404242e-05,5.5487274672546e-05,0.00372702260213687,0.00365720388532893,0.00205225054352575,5.01268639377749e-05,0.00291728268851997,0.0121528364763714,4.25772788849951e-05,6.07332380136091e-05,0.0023753069647767,6.63759962225536e-05,0.00187714788625906,0.00170830356954251,5.92050340017597e-05,0.00534721594259697,0.0079192576601376,0.0145292889349992,8.99769818924812e-05,0.00525669070424665,0.103290406429251,1.76869960300469e-05,5.27158972237926e-05,8.27830945613056e-05,4.74351799063171e-05,0.00293684311338603,4.41670408106551e-05,7.55497470280093e-05,0.00138939403604016,4.17178185349527e-05,5.00193696983447e-05,0.00134860468046958,0.00143612936593807,0.00141400754585472,0.00179690455041259,0.00276150467533819,0.0013525850044121,0.00481638325331533,0.00128403399593354,0.00116692572723359,0.000934244864185514,4.83957788148919e-05,0.00229280013763478,3.33461951534448e-05,7.28173228166422e-05,0.00203860194320695,0.000126100524980518,2.06110301919379e-05,0.00013136641184704,2.88256295684059e-05,0.00338770795382131,4.74625015433399e-05,0.00187397135797809,2.25014131567191e-05,0.00144960928834077,2.38316880621429e-05,0.00124593972757187,0.0037581493890831,0.002344443453024,0.00383029045753991,0.00162907836579025,0.00480358346950659,0.000136839508169916,0.00217779696448843,0.000266102480076658,0.00294411883749709,0.00199202663249218,2.76229991316508e-05,0.00153230410236623,0.000919573593428879,5.53856140523432e-05,0.0021988671295541,0.0352627121490574,0.00163441398112335,5.85099688496332e-05,0.000934327079067339
"H088",2.57166326594799e-05,0.00157842157326336,0.0367859805274602,0.000848706121443779,8.21288617804752e-06,0.00125399877209576,0.000482619233017732,4.15534453681531e-06,1.67286081388195e-05,0.00487369917326798,6.88667508101138e-06,4.72440505646905e-06,0.000294419694239471,4.04143945339125e-05,0.000618613863156168,0.00137512552639807,6.3018619522477e-05,0.00125586233910363,0.00282254989577855,0.00224802358342756,0.0022051047036472,0.00325830851146527,3.16322026616465e-06,0.0048929605991023,0.0186703431831177,3.96104368818801e-05,0.00158587784942219,0.00153744180633306,1.9908975660768e-05,1.49812613015169e-05,5.92040351069367e-06,3.44966464252878e-05,0.00190418666550762,4.02451670639151e-06,0.048802107249412,0.0025421618505808,0.00111838278561607,9.46096501484456e-06,5.8272664946814e-06,6.79764778232583e-06,0.00292168519243455,5.51103419237403e-06,2.52398998045012e-05,0.00048414896381063,0.00134015363330876,8.53565980952672e-06,0.000217219164898721,1.68742094536532e-05,7.30292014125846e-06,0.00139303301307816,5.72206515824889e-06,1.49908873193071e-05,1.37907598805848e-05,0.000825170257238782,6.42075107021316e-06,1.76869960300469e-05,0.18521941161125,0.00243997748264214,0.000316530927573647,0.00115887195885722,2.41363919011885e-05,0.00413242129876795,0.00532791449660083,5.13203132973734e-06,0.00672374093414594,0.00431942410013034,2.0751148796733e-05,2.74928194515971e-05,4.06793917764038e-05,2.34635932853085e-05,1.36172283366258e-05,1.38545836294061e-05,2.14225286045731e-05,2.25067408423468e-05,3.11341196975981e-05,3.05345927014044e-05,0.00312439005723468,2.17072575754884e-05,0.0105119005192752,0.00108108118152048,1.4894551982236e-05,0.000735535447455928,0.038278421070348,0.00254694068890368,0.00678418612936221,2.0604959791199e-05,0.00261648519538158,7.55310449039589e-06,0.0372982629175105,1.15626017227822e-05,0.0150871382581114,1.51515604166052e-05,0.000106524909334865,5.96399203664734e-05,2.63808824596941e-05,2.11552300407485e-05,2.12011075331998e-05,0.000771277135739461,1.25332093369014e-05,0.00119900983965074,5.51231395140865e-06,7.48062465234312e-06,0.00833092766335545,1.14894868387057e-05,6.03244633836603e-05,0.00740035292879477,8.20035544200673e-06,2.07409698515085e-05,5.31754586840471e-06,0.00160987743317505,2.03747305948869e-05
"H089",7.10502877985522e-05,0.00364692176033536,0.00111579693742067,0.000967752239013505,2.5616140128707e-05,0.00193865913905728,0.00261246520511617,1.41694015875879e-05,3.81148829867689e-05,0.00117216322665486,3.18504405744586e-05,1.81807179693357e-05,0.00116240339233887,7.74093672709431e-05,0.00287113885582386,0.00217038472943996,0.000286370138728769,0.00232853634608129,0.0105315013673765,0.00675303458106629,0.0329595500491842,0.0017327192909294,1.28540002329168e-05,0.00322781292747244,0.00349312392674289,8.17136869304653e-05,0.000855357323229273,0.00123003704464579,5.25481051559146e-05,3.03859688571067e-05,2.2942813492209e-05,0.000127617322594062,0.00239226353789325,1.49674779105225e-05,0.00206888817241417,0.00153478368052583,0.00256354930069297,3.70665715735644e-05,2.51828586521924e-05,2.96727207751786e-05,0.00153514771962988,1.65710250163432e-05,0.000106935462158297,0.00262312909182539,0.0234826870343845,2.54932758160609e-05,0.000953263691633123,4.40775033409035e-05,2.88400553780462e-05,0.00105097238172788,2.44462953043212e-05,3.43513174133821e-05,3.85626087976869e-05,0.00374760725104601,2.57418855064242e-05,5.27158972237926e-05,0.00243997748264214,0.10674875785454,0.00108078438538517,0.00513539425066973,7.20475348216617e-05,0.00402462437478749,0.0117297428968587,1.65108436912263e-05,0.00270794036771243,0.00201229323064904,4.2601887487007e-05,5.00497391323253e-05,0.000116586013612974,8.08140497665565e-05,6.10001495722575e-05,3.90861326476431e-05,5.49971497154355e-05,0.000109909524743107,7.40289524170304e-05,0.000130360159017794,0.00183042402303549,0.000134912880561469,0.00230627077125667,0.00102567185974372,4.13458721138038e-05,0.00518876666875058,0.00138132722945871,0.00289603299962408,0.00437044144290735,5.63791776330564e-05,0.00212422599854669,2.36070548832186e-05,0.00259855706340875,4.24967105873211e-05,0.00169685503679927,3.56984227958998e-05,0.000240835185598524,0.000269348588310344,8.71479453660186e-05,0.000119274756245074,5.20809472655231e-05,0.00274314400590052,3.13874663939947e-05,0.00352757324642224,1.80245636970261e-05,2.51093071090331e-05,0.00260320155182257,4.19501186324303e-05,9.03159356233778e-05,0.00223006001205203,2.67426994594812e-05,5.0197173251809e-05,2.17453323757034e-05,0.0026430862291228,5.78105178005576e-05
"H090",0.000230763939358272,0.0022127036934462,0.00031899171756739,0.00199803482428542,6.44828362688614e-05,0.0063724118496445,0.0056378590389906,2.31015203530963e-05,8.95778442675171e-05,0.00103377894266137,3.7877528830161e-05,3.69322002405814e-05,0.00823829273149828,0.000192016030705982,0.00259499008041291,0.00417063705885296,0.000368007132591178,0.00460423577482403,0.000860703366955716,0.00257460973573199,0.000512133158662981,0.000479689029158595,1.9785920351307e-05,0.000454625077520045,0.000526218220178363,0.000182438649105625,0.000338449724185359,0.000364525571591737,0.00014986958602444,3.93094215793204e-05,3.78640773967812e-05,0.000177373050839723,0.00171422773858249,2.13928036268937e-05,0.000422381686981565,0.00114669787261395,0.003024800592184,9.60472378651303e-05,5.93429096073196e-05,4.42184056504631e-05,0.0033410277776637,2.43178477809038e-05,0.000111743885681594,0.00828777244756052,0.00115747884514891,3.15830360372322e-05,0.00415379006651751,0.000102781148491908,4.03233211533204e-05,0.000278431460436122,4.26816066790583e-05,4.68481091954733e-05,4.87616164623811e-05,0.00274435216930978,6.62070198640156e-05,8.27830945613056e-05,0.000316530927573647,0.00108078438538517,0.0736571561171986,0.00406421936954104,0.000156700571439656,0.00119093520832867,0.000550714763776714,2.40901992392261e-05,0.000604204688027452,0.000588806076946561,7.50393849883393e-05,5.50393205023768e-05,7.71507620983005e-05,5.95833757709909e-05,0.000190666061441539,4.44638731309841e-05,5.68402708211578e-05,7.42551354942701e-05,6.99439460258732e-05,7.26573717020329e-05,0.000466346906070805,0.000200839922457902,0.000405652693595526,0.000334794372472227,4.70939480106568e-05,0.000436216384258731,0.000254182578255395,0.000683542715741781,0.000979964552289901,6.69385378340092e-05,0.00184076475745496,3.38886379866071e-05,0.00045578318790636,4.63241990417405e-05,0.000399965332488333,7.93799218010511e-05,0.000176611195984568,0.000118666062766076,5.33924664097445e-05,7.3146838893061e-05,5.27477035337259e-05,0.000488531529691573,3.35003833461616e-05,0.000562879725442703,2.64484728190131e-05,3.29272610768515e-05,0.000744795604205735,5.57592866393802e-05,9.15062232728416e-05,0.00057080162820093,6.36401281122425e-05,7.15739849591931e-05,3.582868436919e-05,0.00185238992737417,0.000113561679207776
"H093",8.51731055123768e-05,0.00537661559039434,0.000777557943334921,0.00395812249668228,3.55250485987827e-05,0.00924701620713388,0.0283753679097132,1.120337340301e-05,5.82423614648776e-05,0.00105102694932001,2.38525201074629e-05,1.73715587496162e-05,0.0130546192695242,0.000100583595441675,0.011362554731909,0.0062116856618462,0.000253733649169445,0.00553094376441255,0.00349316260000138,0.0127818859631346,0.00204835347513753,0.00106592829634863,9.3193368320013e-06,0.00173887688430954,0.00216107156480679,0.000100868309458279,0.00121746548418723,0.00183337157040756,5.47443200386827e-05,3.14987241248128e-05,2.31029825104014e-05,0.000101415668737173,0.00207292071879393,1.07305517384996e-05,0.0014642242990049,0.00126703173356504,0.00614490273239495,3.83882537315637e-05,2.48080329301149e-05,2.4555231977937e-05,0.00209075199674609,1.32038400047742e-05,7.3344993230699e-05,0.0138501421266072,0.00833225914821704,2.4191150869929e-05,0.0064367278059992,4.0293868599064e-05,2.31545448166828e-05,0.00145798940245303,2.03460726777929e-05,3.87629396592907e-05,3.84569915563862e-05,0.00885321748306915,2.560652226682e-05,4.74351799063171e-05,0.00115887195885722,0.00513539425066973,0.00406421936954104,0.110913312751036,8.24710338409787e-05,0.0034964591781435,0.00162100656699718,1.25723579299135e-05,0.00513812381746693,0.00486660946427573,3.43232913077717e-05,4.27809929151016e-05,7.230568376908e-05,5.40916466449192e-05,7.83427458000335e-05,3.98252055666131e-05,4.19675640256025e-05,7.57059819114403e-05,5.52526970369068e-05,6.95431265745415e-05,0.00378128756819902,0.000104278743345126,0.00119562712186204,0.00159621786871544,3.2274089682707e-05,0.00200044837327308,0.000783776847405871,0.00178504935673434,0.00444445705314377,6.56096146373755e-05,0.00222218043659979,2.51776781152335e-05,0.00164230452004198,3.14778674433446e-05,0.0011488873680496,3.18630626352359e-05,0.0001840964039763,0.000127899407103538,5.75702357238483e-05,5.54975008974232e-05,4.87932821700926e-05,0.00167771029523359,2.14011327961788e-05,0.00151040832140907,1.3337440819906e-05,2.50689194032682e-05,0.00261370456209301,4.55917849425211e-05,0.000108418306148437,0.00289484461807661,3.83973088121691e-05,4.66892766003085e-05,1.83564496962033e-05,0.00203970819843695,5.64069196948675e-05
"H094",0.00304414079074229,0.000129437494278573,3.37495138357181e-05,0.000132399812536165,0.00404351063647901,0.000145495611115499,0.000128680614769288,0.00101718329781406,0.0024642435900476,6.06043336691483e-05,0.00098766657230058,0.00277431112772246,0.000103282218397323,0.00160906722680108,0.000152989647938779,0.0001229357087555,0.00342951410231359,0.000153630985000041,7.74209831832225e-05,7.12264101864968e-05,7.79483938327796e-05,0.000437783572183185,0.00103275532402743,4.97827712884967e-05,2.8048926910429e-05,0.0217043060815855,4.61424467682762e-05,5.00786808263245e-05,0.00306519391287936,0.00100191271169287,0.00246891221302412,0.00597799425957619,8.36547185487e-05,0.00106265502266345,3.25072838404013e-05,5.83044605501629e-05,0.000102938346704906,0.00769151393737217,0.0074716590420098,0.00168298791834537,8.37618488698337e-05,0.00147460116491132,0.0029591808696496,8.7860208759953e-05,8.97556510871833e-05,0.00170936435322337,0.000215977938038658,0.00206799955938181,0.00100076368485591,4.24191471824819e-05,0.00316018401556503,0.000882357848622229,0.00116321144908661,0.000230649972372735,0.00473040067688412,0.00293684311338603,2.41363919011885e-05,7.20475348216617e-05,0.000156700571439656,8.24710338409787e-05,0.090046345224562,6.40993798766265e-05,9.48431858320571e-05,0.000893088201401449,5.6801894089074e-05,6.71891361635943e-05,0.00115333201563272,0.00449810346989117,0.00454891646756115,0.00205126018654489,0.00539330916313076,0.00102008779941054,0.000751689806657463,0.00117027651891997,0.000762641188269048,0.00240527152112981,8.57874691050996e-05,0.00503291192010369,3.97443888370478e-05,4.93181536435771e-05,0.00513147723270875,8.85563266157208e-05,2.59573285234716e-05,0.000105444272344424,4.82914160901987e-05,0.000767505969656584,6.85283354719971e-05,0.00212038974830283,3.22525151567542e-05,0.000925096928546858,3.25992549903609e-05,0.00108643331451761,0.000747110993416696,0.00101871083408143,0.00091786821413844,0.00129988904311592,0.000922744177391835,0.00011146909227079,0.00126251249298217,0.000489411210591654,0.00142651500973203,0.00249517510704135,4.56670346121544e-05,0.00115544587176809,0.00291792360587554,7.51116405087064e-05,0.00307717069789993,0.00150837147336984,0.00103459007691171,7.2895190775892e-05,0.0017195703743732
"H095",4.6942731671573e-05,0.00876931119337615,0.00389292433343736,0.00233859174225676,2.05161415481451e-05,0.00156852421637175,0.00205384396056002,7.64114646946114e-06,3.35881451600941e-05,0.00267191381137898,1.2425069323012e-05,1.19959844326231e-05,0.000986517043911574,8.02876430824756e-05,0.00164637058373768,0.00657039093548063,0.000158339962140906,0.0128430242098746,0.0149595349672608,0.00436199211651903,0.00340233461559293,0.00350829746980199,6.41947226308763e-06,0.00930615777091771,0.0102771765305983,8.59635916831714e-05,0.00109276063215656,0.00137140187438245,4.16997160779952e-05,2.20765902113707e-05,1.39518622157801e-05,8.30362056648222e-05,0.00156482713707,7.60878216995947e-06,0.00428634145729084,0.00337364060863139,0.0145442377668994,3.12200429063003e-05,1.70358693783526e-05,1.22763438903245e-05,0.00484521714011769,1.01982662436058e-05,6.6978645435249e-05,0.00220952371811643,0.00205279417871107,1.59169282732546e-05,0.000685083210140226,3.39566848174924e-05,1.18365222213555e-05,0.00127151791284039,1.49617976821819e-05,2.51418532541405e-05,2.71627330093236e-05,0.00363056621010364,1.80077792059069e-05,4.41670408106551e-05,0.00413242129876795,0.00402462437478749,0.00119093520832867,0.0034964591781435,6.40993798766265e-05,0.156939320784904,0.00260461189091621,9.09698976271776e-06,0.009283412532036,0.00838216850938257,3.2014113587842e-05,3.74764926186884e-05,6.05013941403242e-05,4.26906825103534e-05,4.31555284409279e-05,2.33535638414656e-05,2.86049690134637e-05,3.6669310438537e-05,3.70364046217997e-05,4.61145181564268e-05,0.00271404020420521,6.15590903604002e-05,0.00443360865537946,0.00135279333581329,2.69734694054997e-05,0.000845925707497663,0.00595377591819395,0.001452482690817,0.02782844261262,2.99525358308488e-05,0.00739482787998677,1.3659810053652e-05,0.011645482738805,1.78455455925717e-05,0.0187906733602629,2.44725423105881e-05,0.000149936249276653,9.19494069760516e-05,4.57635764952537e-05,3.6761707606134e-05,3.32309627401646e-05,0.00185445800738223,1.84464351998022e-05,0.00130404174595508,1.16181063445896e-05,1.40187997987581e-05,0.0222998672150847,1.95718641021372e-05,7.62607579090273e-05,0.00364269191539883,2.01865051492445e-05,3.87243594071119e-05,1.04088592387489e-05,0.00142792837292477,3.23945625459966e-05
"H099",0.000103075788496701,0.00200165355347109,0.00294688860357084,0.00100073962639955,3.89144448092035e-05,0.00234106911197063,0.000692252522752641,2.46112441042745e-05,6.04404567389648e-05,0.00380070560180839,4.0791063447889e-05,2.57915568483072e-05,0.000460802220774452,0.000150411384734325,0.0010570261172542,0.00177574824011144,0.00032410655380423,0.00149282321528237,0.00429469544298107,0.00144456496085293,0.0098755012344188,0.00343929764061575,2.25693447036296e-05,0.00187615717919093,0.00232459394598835,0.000135047784471563,0.00176128073619871,0.00168054111781793,9.42760177276696e-05,6.51531963448459e-05,3.38609653041177e-05,0.000182863976944337,0.00238234369588121,2.5221094064563e-05,0.00448211876550751,0.00216654170399317,0.000840686806572199,4.06744353294412e-05,3.03875051654785e-05,4.22287927304454e-05,0.00284941429330247,3.42484073179976e-05,0.000125255409359857,0.000637618178246911,0.00861577833599425,4.96377673076425e-05,0.000457395529482252,7.6914847048716e-05,4.20433615528087e-05,0.00177852256495563,3.54945691604195e-05,6.64233440831106e-05,6.79517261793492e-05,0.00123864819309823,3.23078404790452e-05,7.55497470280093e-05,0.00532791449660083,0.0117297428968587,0.000550714763776714,0.00162100656699718,9.48431858320571e-05,0.00260461189091621,0.0940263027750601,2.82296125450213e-05,0.00377983322254373,0.00230463551828419,9.6613180673905e-05,0.000103633219488356,0.000241695149062315,0.000159615127668438,5.4110195482435e-05,6.13496244105911e-05,0.000100738534022682,0.000158821576740712,0.000137197099467543,0.000165763053078696,0.00158906094271826,0.000120065227388123,0.00179666942890044,0.00123216491134684,6.37007963872257e-05,0.00453468323359381,0.00210623155669962,0.00624277768942173,0.00210896525208102,9.08258464969722e-05,0.00385806635349499,4.71530108254864e-05,0.00438105217360654,6.16973645928794e-05,0.00184783709053321,6.92140466013928e-05,0.000318953913381381,0.000366247503411359,0.000167135903507831,0.000143361161346493,0.000115308056668952,0.00316954021767704,7.2066288185288e-05,0.00649428547121665,3.07411509178507e-05,4.57711331363962e-05,0.00195352172922552,6.19142186748066e-05,0.000185532325703843,0.00855790542452158,3.80820672750943e-05,8.10137869973953e-05,2.86217117450891e-05,0.00214709891154881,8.11329095474271e-05
"H100",0.00105848228770869,2.49988640182282e-05,9.28851852860547e-06,2.53396514441418e-05,0.000917891479526942,3.1497291425431e-05,2.1421385097607e-05,0.0726870460991797,0.00078374170376786,1.67938021721515e-05,0.00736894215622831,0.00815869333562159,1.59094115870022e-05,0.000493097707886725,1.7412702218786e-05,1.46557538825747e-05,0.000328863035356144,1.84322483923924e-05,1.06520333984729e-05,2.02226590973811e-05,1.95457405466025e-05,0.000434026970337579,0.0465681175164912,9.38021018503466e-06,5.57052283269917e-06,0.0008437440092834,1.48286595646691e-05,1.53691896126307e-05,0.00140752833093086,0.00264764708229245,0.00494235705612052,0.000467178343099735,3.28488223900205e-05,0.0451829438544198,7.61079580009157e-06,1.68736474098909e-05,1.32443397852638e-05,0.000874011824191981,0.00165266451967356,0.00605353510030165,1.60396948639697e-05,0.0124276182922733,0.000520492825830893,1.13874107201031e-05,2.04354480264351e-05,0.0025010149165512,1.87640709764662e-05,0.00198470111579756,0.00639885909354158,1.15277289347632e-05,0.0068769577135456,0.00089124792280895,0.000851438003498388,2.95426115818171e-05,0.00248719627308616,0.00138939403604016,5.13203132973734e-06,1.65108436912263e-05,2.40901992392261e-05,1.25723579299135e-05,0.000893088201401449,9.09698976271776e-06,2.82296125450213e-05,0.186671044192005,1.14915649718492e-05,1.4476353044817e-05,0.00235212316411769,0.00330372859863763,0.00108432226189539,0.000970874986940298,0.000689516597903839,0.00464501107066366,0.00184100215244115,0.000767260926315967,0.004320696786226,0.00107888323942659,2.19170633997675e-05,0.000445494490786635,1.19428465380244e-05,1.40423162136402e-05,0.00929895274423339,2.92573863646118e-05,5.6335546788971e-06,3.58323642029225e-05,6.7333162912951e-06,0.000660368321162731,1.19743019489735e-05,0.00191292009351239,5.5113358506095e-06,0.00699194600540885,5.63156625195838e-06,0.00243239764594355,0.00135031780723195,0.000979945884107758,0.000528064657044846,0.00156512772944976,0.000759450030006727,2.49598173149526e-05,0.0131745001387888,0.000159882545650062,0.0206172809769164,0.00352009606532338,6.64548667294075e-06,0.00298925306081632,0.00107013971172831,1.64604982376764e-05,0.00107201130773727,0.00158443775366135,0.0147539903226741,2.73748493199873e-05,0.0016165360083435
"H101",5.04051249626539e-05,0.00303276485433383,0.00535518329958921,0.00270919207405922,2.92152340193677e-05,0.00283925685489032,0.00201540793449614,9.63264013124271e-06,5.26005372240547e-05,0.00316695969388925,1.57605717518667e-05,1.38081370961657e-05,0.000990288811879261,0.000101135729031234,0.00117337191991511,0.00288350836682133,0.000134919392795064,0.00318868068374726,0.00437696627223598,0.00251887140711392,0.00237862616901998,0.00432853994360901,8.05044198072012e-06,0.00364828385805077,0.0057328213789663,8.07966761474845e-05,0.00288583274517753,0.00330247395167679,4.75607748219212e-05,4.22294331716706e-05,2.00373727599884e-05,7.78808894618944e-05,0.00157367112273227,9.5449067445155e-06,0.00779264197524428,0.00283106363860688,0.00246068160674358,2.57466920716269e-05,1.62032881431081e-05,1.54732854405867e-05,0.00292823635142659,1.41292942176669e-05,5.73940598113893e-05,0.000873876587416307,0.00390010689811516,2.78813467955773e-05,0.000590445821411603,3.78462584505153e-05,1.54578349761473e-05,0.00459337213763375,1.60203340009571e-05,4.21966448671862e-05,3.98926765048244e-05,0.00156779173609361,1.70401476955066e-05,4.17178185349527e-05,0.00672374093414594,0.00270794036771243,0.000604204688027452,0.00513812381746693,5.6801894089074e-05,0.009283412532036,0.00377983322254373,1.14915649718492e-05,0.14563270619924,0.0816921166803123,4.08979473656369e-05,4.64668025742499e-05,7.32838550560749e-05,6.70474951432638e-05,3.73814256790021e-05,4.20280038971282e-05,3.66623338366547e-05,5.90601461980942e-05,5.19178731320748e-05,5.16055449688268e-05,0.00958290179855359,5.15554178054844e-05,0.00332796757005889,0.00352048169665986,2.94030129648508e-05,0.001514408900899,0.00624015826754473,0.00174865019307887,0.00651058242874531,5.04587774720831e-05,0.00517144339090084,2.4742412021589e-05,0.0101371292156854,2.25479229764814e-05,0.00773503108477417,3.0100662698749e-05,0.000165137637640599,0.000112021897011035,7.12062815031872e-05,4.0297205196987e-05,5.49901536305221e-05,0.00253176015282891,2.56416729583906e-05,0.00160690415391314,1.34205961556637e-05,2.40494033034993e-05,0.00703768461109919,3.43389036103406e-05,0.000131146012174692,0.0215642080381309,3.0449589572974e-05,4.26892567598134e-05,1.25190579098346e-05,0.00130433952718697,3.7694233031416e-05
"H102",5.30742979088273e-05,0.00293746315083367,0.00427181890091074,0.00300453354159817,3.86402986006401e-05,0.00220977492222079,0.00229389314872354,1.23332321661852e-05,6.68440395475153e-05,0.00218022175278534,1.92119085683168e-05,1.87821800290575e-05,0.0011111570185391,0.000110115623824898,0.00118344746176921,0.00270129354325127,0.000140144736095402,0.0030752333966219,0.00379929650578746,0.00243442780719192,0.00200795503854035,0.00408080562209894,1.04959494480106e-05,0.0037987140767548,0.00442132626470965,9.10192583668022e-05,0.00271991514995019,0.00328717115288759,5.21904571207771e-05,5.29321028189202e-05,2.69256681054103e-05,8.55446676046565e-05,0.00122271715338624,1.22741012305016e-05,0.00516820975856361,0.00225128234544618,0.00292888866351296,3.34785520086042e-05,2.13482542769334e-05,1.84349947107234e-05,0.0021340157207486,1.80015430576097e-05,6.56251233357959e-05,0.000897103743747095,0.00298235520422994,3.60956837457972e-05,0.000649604336494346,4.27575267173523e-05,1.8054345325104e-05,0.0047054324814494,2.09130617397409e-05,5.10025748795804e-05,4.89669859554527e-05,0.00156082692942793,2.19037389224239e-05,5.00193696983447e-05,0.00431942410013034,0.00201229323064904,0.000588806076946561,0.00486660946427573,6.71891361635943e-05,0.00838216850938257,0.00230463551828419,1.4476353044817e-05,0.0816921166803123,0.133114836165443,4.43735963962849e-05,5.25739271080425e-05,7.67689359381677e-05,7.65112319150432e-05,4.68209769871682e-05,5.30337799862363e-05,3.96998924249493e-05,6.43994541300233e-05,5.56822358950813e-05,5.53139559871971e-05,0.0124184286586714,5.81194432730459e-05,0.00316155813431255,0.0040290026752525,3.53520489716436e-05,0.00128869733615498,0.00544727570666385,0.00128676761319932,0.00590445518491681,5.73175366971897e-05,0.0037714403656017,3.1257653998409e-05,0.00713099208333198,2.59300888913735e-05,0.00697229708841275,3.31554068217078e-05,0.000175774591716044,0.000116053976404129,8.06379020486232e-05,4.35646827204677e-05,6.20893918895991e-05,0.00252014799023168,3.00116902544125e-05,0.00134014545009134,1.76522462664256e-05,3.09122540751544e-05,0.00655966451110968,4.18493644846174e-05,0.000151594397141276,0.0137217045181872,4.06160058844802e-05,4.95112090269011e-05,1.59915316129516e-05,0.0010302432266013,4.10765280191715e-05
"H103",0.00535353716706571,5.93915689502144e-05,3.25394181783309e-05,5.77442704604853e-05,0.00102893216815042,0.000124166841015162,4.53266087073991e-05,0.00202386180829695,0.000932978869885048,0.00010232318855422,0.00125482896253074,0.00158168958442763,3.45635163089462e-05,0.00343593595627746,3.85460875350467e-05,4.1430006448686e-05,0.000546019125105169,5.21438544268544e-05,3.31980481177473e-05,4.09027697002039e-05,4.64088918718318e-05,0.00065523196642232,0.00248302376614636,2.73188226505776e-05,2.03514914098552e-05,0.00134299691004799,4.53668794121859e-05,4.10782535736612e-05,0.0207162078166662,0.00247400684535118,0.00157425270318335,0.000780328147685914,0.000143532779575006,0.00290725103181589,2.75272439288923e-05,9.02328020234202e-05,3.25851239192728e-05,0.000581724721006571,0.000756104571084123,0.0019621386431646,8.74486585924696e-05,0.0037132588676059,0.000604185010354247,2.62009463452783e-05,5.64265732406623e-05,0.00267514718647606,3.84706436487891e-05,0.0335811798185264,0.00164777038358368,3.44756156534663e-05,0.00143072884536327,0.00115198551642577,0.00140726128987773,6.29105634723513e-05,0.0011265546195755,0.00134860468046958,2.0751148796733e-05,4.2601887487007e-05,7.50393849883393e-05,3.43232913077717e-05,0.00115333201563272,3.2014113587842e-05,9.6613180673905e-05,0.00235212316411769,4.08979473656369e-05,4.43735963962849e-05,0.107389512093141,0.00244396110268164,0.00143067495496589,0.00179605975452089,0.000528788647138575,0.00169827243220481,0.00164477650934223,0.00111789637914599,0.00218472605259594,0.000873300814602672,4.7805631032313e-05,0.000525181495673517,3.47967510378238e-05,3.76161878130257e-05,0.00202920898145188,6.72155390358788e-05,2.03751309406019e-05,0.000103339927286144,2.31205934556396e-05,0.000765825638812886,6.67659992820917e-05,0.00200498136468039,2.28632538888038e-05,0.00153056855229708,2.19106979067869e-05,0.0495020819429441,0.00109837300058248,0.00110397402792201,0.000966589989768195,0.00122138530049787,0.00142368088531404,6.86317525251464e-05,0.00538420956618897,0.000325048092604374,0.00223630935023776,0.00211936780432819,2.299248616881e-05,0.00179489900697232,0.00140877655600833,6.69225041625345e-05,0.000896817554946622,0.00135362990504389,0.00129094940929483,0.000113358099533212,0.00590390741068149
