NAME	log2FC	p_val	padj
peak285	-0.862666527284749	3.02932682417304e-05	0.0160554321681171
peak269	0.411285191832754	9.23026931811532e-05	0.0244602136930056
peak246	1.67953204068596	0.000522587555034224	0.0626912866338929
peak257	1.11587757656783	0.000591427232395216	0.0626912866338929
peak379	4.3817248811819	0.000381314248001201	0.0626912866338929
peak335	0.853132817435827	0.000710315583727887	0.0627445432292967
peak288	0.862332814781448	0.00090273505653137	0.068349939994518
peak346	0.584801027349942	0.00143619923913664	0.0845761774158243
peak433	-0.882913016092768	0.0013566843569131	0.0845761774158243
peak531	0.862262412082262	0.00160800931317991	0.085224493598535
peak334	-0.306769858563586	0.004663953273999	0.216602536853419
peak430	-0.613290805682715	0.00490420838158684	0.216602536853419
peak378	0.511383270322997	0.00597890056107986	0.243755176720948
peak412	0.344741818387568	0.00659067569105927	0.24950415116153
peak118	-0.154949009853565	0.00962635245605349	0.255098340085417
peak200	1.46830739876565	0.00725712930030868	0.255098340085417
peak283	0.462582470461121	0.00918972056457203	0.255098340085417
peak312	0.894017231620723	0.00918972056457203	0.255098340085417
peak351	-0.615167806198885	0.00798232755476884	0.255098340085417
peak503	0.540244559798386	0.00877056144050701	0.255098340085417
peak127	0.194086581843829	0.0132244978010104	0.333029479976483
peak385	-0.565572530164699	0.013823865206571	0.333029479976483
peak12	-0.0826414958782726	0.0195270326206075	0.383308418108221
peak206	0.482803431008898	0.0179388764923803	0.383308418108221
peak348	-1.28246465366191	0.0195270326206075	0.383308418108221
peak360	-0.0921193375974962	0.0187184709536816	0.383308418108221
peak78	-0.812569830948414	0.0187184709536816	0.383308418108221
peak142	-0.186523409282178	0.0282535138032504	0.421152806696025
peak164	0.0873909085951494	0.0294012336750055	0.421152806696025
peak176	0.127886325498151	0.0271439894233059	0.421152806696025
peak284	-0.342309484213242	0.0294012336750055	0.421152806696025
peak345	-0.651979294011835	0.0282535138032504	0.421152806696025
peak354	-0.794942331867572	0.0294012336750055	0.421152806696025
peak397	-0.476982335094296	0.0240347513020987	0.421152806696025
peak466	-0.103648377484617	0.0271439894233059	0.421152806696025
peak472	-0.282494330816957	0.0271439894233059	0.421152806696025
peak529	0.322697960423234	0.0250355771440627	0.421152806696025
peak144	-0.153639291523133	0.0318152970983896	0.421552686553663
peak145	0.105314598012402	0.0318152970983896	0.421552686553663
peak244	0.372913667393828	0.0318152970983896	0.421552686553663
peak120	-0.268940405155941	0.0400816474303618	0.424865462761835
peak139	0.26221681453326	0.0385909929874776	0.424865462761835
peak302	0.275905367424015	0.035748460244408	0.424865462761835
peak370	-0.262250925260749	0.0343943953315379	0.424865462761835
peak377	2.51170653807418	0.035748460244408	0.424865462761835
peak38	0.141355721276636	0.0400816474303618	0.424865462761835
peak393	0.200676176634918	0.0371469637552142	0.424865462761835
peak40	0.291280648585175	0.0400816474303618	0.424865462761835
peak416	-0.353317809865759	0.0330836946955715	0.424865462761835
peak424	0.2067689390888	0.0385909929874776	0.424865462761835
peak423	0.489807824533013	0.0416200386155478	0.432521969926281
peak195	-0.460810653457176	0.044844534766927	0.440140804193914
peak452	-0.234145034936522	0.044844534766927	0.440140804193914
peak86	-0.125707228754637	0.0432072896334795	0.440140804193914
peak141	-0.237343666001039	0.0482735974040495	0.456875118288325
peak278	0.457610630410507	0.0482735974040495	0.456875118288325
peak282	0.513679281133576	0.0538210923434298	0.483477609186743
peak323	1.00688220421415	0.0538210923434298	0.483477609186743
peak35	-2.01004621188512	0.0538210923434298	0.483477609186743
peak290	0.476882088818054	0.0557826855813802	0.492747055968858
peak344	-0.0986020884255026	0.057802483601964	0.502218300148212
peak149	0.098965554527518	0.0642231868022441	0.510704255941708
peak167	0.260897480450245	0.066487912565996	0.510704255941708
peak262	1.65102016133988	0.0598816914376038	0.510704255941708
peak281	0.439717505083682	0.0642231868022441	0.510704255941708
peak319	-0.0485446899243301	0.0620215202618727	0.510704255941708
peak331	-0.307544434193976	0.066487912565996	0.510704255941708
peak425	0.390870274446794	0.066487912565996	0.510704255941708
peak521	-0.223015365468747	0.066487912565996	0.510704255941708
peak30	-0.253606062002273	0.0688169232096386	0.521042418587263
peak218	0.14794385117825	0.078800429029787	0.539734374033466
peak236	0.546864093979369	0.0762019666657117	0.539734374033466
peak25	0.717184475955882	0.0814693394767496	0.539734374033466
peak279	0.0653057283955441	0.078800429029787	0.539734374033466
peak292	0.0971696695777178	0.0814693394767496	0.539734374033466
peak300	-0.0501499611014934	0.0762019666657117	0.539734374033466
peak322	0.401576742211175	0.078800429029787	0.539734374033466
peak356	-0.108257981943184	0.073672717727431	0.539734374033466
peak76	-0.565905405449713	0.0814693394767496	0.539734374033466
peak93	-0.170517043813525	0.0814693394767496	0.539734374033466
peak350	-0.245146535228318	0.0870234393177459	0.569412627634634
peak442	-0.196579867152364	0.089911091390688	0.581132663866642
peak166	-0.219613019767447	0.0959137331449776	0.591096262405094
peak242	0.164740342606608	0.0959137331449776	0.591096262405094
peak465	0.562757918512827	0.0959137331449776	0.591096262405094
peak90	0.201496059432259	0.0959137331449776	0.591096262405094
peak212	0.445181194067863	0.108862400041386	0.607337600230888
peak228	0.435300232777939	0.102227615858882	0.607337600230888
peak256	0.128090398289773	0.105504296160935	0.607337600230888
peak28	0.166190364754526	0.105504296160935	0.607337600230888
peak325	0.609856458965106	0.102227615858882	0.607337600230888
peak365	0.621820280374642	0.108862400041386	0.607337600230888
peak387	-0.463400427153526	0.102227615858882	0.607337600230888
peak79	0.287552292060158	0.108862400041386	0.607337600230888
peak81	-0.719318831288581	0.105504296160935	0.607337600230888
peak165	0.389498846633137	0.112303114558248	0.60735357873338
peak225	0.136417108671403	0.112303114558248	0.60735357873338
peak51	0.0847414123449733	0.112303114558248	0.60735357873338
peak239	0.0841921438893842	0.115827616704968	0.607808285679534
peak307	0.310927651606249	0.115827616704968	0.607808285679534
peak445	-0.292064415541627	0.115827616704968	0.607808285679534
peak101	0.222591657901168	0.119437072270637	0.614579109742114
peak502	0.116350940587937	0.119437072270637	0.614579109742114
peak270	0.872148792674346	0.123132634895171	0.627502850908085
peak13	-0.597248803660783	0.134747295748044	0.649236970422395
peak184	0.333925011557727	0.134747295748044	0.649236970422395
peak190	0.314464922339214	0.134747295748044	0.649236970422395
peak271	0.62148181317257	0.134747295748044	0.649236970422395
peak324	-3.52751165624341	0.134747295748044	0.649236970422395
peak363	0.293657206484001	0.134747295748044	0.649236970422395
peak15	-0.275801838346949	0.142941441315768	0.652832525258327
peak160	0.171834328876594	0.147177053680528	0.652832525258327
peak214	0.176795318716973	0.147177053680528	0.652832525258327
peak26	0.0494255098545375	0.142941441315768	0.652832525258327
peak383	-0.200641416559797	0.138798541263156	0.652832525258327
peak403	0.419793864747098	0.151506416239197	0.652832525258327
peak405	0.203269177565673	0.142941441315768	0.652832525258327
peak5	0.106923864694811	0.147177053680528	0.652832525258327
peak520	0.347803030010927	0.142941441315768	0.652832525258327
peak59	-0.520082874288141	0.138798541263156	0.652832525258327
peak69	0.0798794341955295	0.151506416239197	0.652832525258327
peak7	0.68629874236274	0.151506416239197	0.652832525258327
peak94	0.20802251106188	0.151506416239197	0.652832525258327
peak134	0.0554833474571015	0.155930545975637	0.65921497674823
peak168	-0.815099544588743	0.155930545975637	0.65921497674823
peak21	0.118550487736557	0.160450437736833	0.65921497674823
peak222	0.465073529825533	0.160450437736833	0.65921497674823
peak401	0.429526465408454	0.160450437736833	0.65921497674823
peak60	0.266920832443558	0.160450437736833	0.65921497674823
peak10	0.348072966764388	0.165067063223299	0.667828576399606
peak157	0.107409281823652	0.165067063223299	0.667828576399606
peak175	0.010334241208849	0.169781369743623	0.676572375670077
peak448	-0.0489222172418109	0.169781369743623	0.676572375670077
peak396	-0.0794413849832368	0.174594279205337	0.680404176314916
peak462	-0.15068124129973	0.174594279205337	0.680404176314916
peak75	-0.146255928135351	0.174594279205337	0.680404176314916
peak169	0.0809437047672611	0.184519460336449	0.683883314533693
peak321	-0.0722963406124918	0.184519460336449	0.683883314533693
peak417	0.275824196031339	0.179506686867343	0.683883314533693
peak483	0.0473198883016608	0.184519460336449	0.683883314533693
peak487	-0.818413208127622	0.184519460336449	0.683883314533693
peak70	-0.0894547011675001	0.184519460336449	0.683883314533693
peak89	0.301309376410396	0.179506686867343	0.683883314533693
peak128	-0.0771502383503775	0.205590530990243	0.687884758218893
peak129	-0.126018420907905	0.205590530990243	0.687884758218893
peak137	0.458799131380501	0.216748593627463	0.687884758218893
peak138	0.183071443594577	0.216748593627463	0.687884758218893
peak177	-0.165539625277916	0.211117098868465	0.687884758218893
peak188	0.0916591926981875	0.205590530990243	0.687884758218893
peak233	0.430605920867673	0.189633438323003	0.687884758218893
peak243	0.0406476706185766	0.216748593627463	0.687884758218893
peak259	0.153885487345872	0.216748593627463	0.687884758218893
peak3	0.199300003797582	0.216748593627463	0.687884758218893
peak305	-0.920664258284132	0.216748593627463	0.687884758218893
peak327	0.0868751719507127	0.211117098868465	0.687884758218893
peak367	0.0968613190300164	0.200168212005899	0.687884758218893
peak402	-0.553159588695606	0.211117098868465	0.687884758218893
peak414	0.144472978663041	0.211117098868465	0.687884758218893
peak419	0.0901028530457941	0.194849429647698	0.687884758218893
peak432	0.232131847395688	0.194849429647698	0.687884758218893
peak451	0.122444678220576	0.200168212005899	0.687884758218893
peak456	0.0961540914442892	0.205590530990243	0.687884758218893
peak477	0.169271113803703	0.211117098868465	0.687884758218893
peak480	-0.039952024061731	0.205590530990243	0.687884758218893
peak482	-2.08857786051115	0.194849429647698	0.687884758218893
peak501	-0.128779530881848	0.205590530990243	0.687884758218893
peak507	-0.037073168487802	0.189633438323003	0.687884758218893
peak217	0.316922789117778	0.222485657770347	0.68957543051628
peak274	0.348561946146087	0.222485657770347	0.68957543051628
peak45	0.19808480120214	0.222485657770347	0.68957543051628
peak53	-0.0883935117738676	0.222485657770347	0.68957543051628
peak133	-0.275995401308719	0.228328897386873	0.695484572500246
peak252	0.415701365846621	0.228328897386873	0.695484572500246
peak460	-0.152952247717915	0.228328897386873	0.695484572500246
peak117	-0.253391244812687	0.234278880975528	0.705498902937669
peak527	0.0784174538519856	0.234278880975528	0.705498902937669
peak191	-0.0192019270380654	0.240336138546136	0.707656407941401
peak238	0.0627895352800341	0.240336138546136	0.707656407941401
peak264	-0.216516299263254	0.240336138546136	0.707656407941401
peak420	0.0298361950088152	0.240336138546136	0.707656407941401
peak113	0.216101497352056	0.246501160471999	0.70883825510138
peak147	0.0436468151479235	0.252774396630492	0.70883825510138
peak17	-0.320936432245743	0.252774396630492	0.70883825510138
peak231	0.0674008257406431	0.246501160471999	0.70883825510138
peak241	0.0110524996534829	0.246501160471999	0.70883825510138
peak27	0.151680580310727	0.252774396630492	0.70883825510138
peak293	1.32945949007019	0.252774396630492	0.70883825510138
peak392	0.2256414224023	0.246501160471999	0.70883825510138
peak508	0.220651514977953	0.252774396630492	0.70883825510138
peak428	-0.55643347961138	0.259156255291122	0.719124687457041
peak96	-0.607560341873172	0.259156255291122	0.719124687457041
peak152	0.0538576906661513	0.265647102299095	0.725736928961446
peak380	0.230545001775772	0.265647102299095	0.725736928961446
peak413	-0.0563551664092819	0.265647102299095	0.725736928961446
peak2	-0.424990706240556	0.278957006497815	0.735558275840011
peak265	-1.39282600545124	0.278957006497815	0.735558275840011
peak297	0.058691139042921	0.278957006497815	0.735558275840011
peak32	0.210548841407762	0.278957006497815	0.735558275840011
peak337	-0.280552742691824	0.27224726000514	0.735558275840011
peak4	-0.0542465206732025	0.27224726000514	0.735558275840011
peak488	-0.136878335499082	0.278957006497815	0.735558275840011
peak126	0.0877517058947101	0.292706151055807	0.742269186887932
peak210	0.430174697535169	0.285776574580031	0.742269186887932
peak224	0.366700344470144	0.292706151055807	0.742269186887932
peak261	0.344714466976038	0.292706151055807	0.742269186887932
peak29	-0.0198426461946885	0.292706151055807	0.742269186887932
peak406	-0.393332257869495	0.292706151055807	0.742269186887932
peak410	0.393464384799678	0.292706151055807	0.742269186887932
peak63	-0.261355371828519	0.285776574580031	0.742269186887932
