m.z	p.value	t.score	r.t
181.0722	0.165067063223299	0.348072966764388	9.13739064534505
181.0722	0.165067063223299	0.348072966764388	9.13739064534505
181.0723	0.591737904009501	0.0323811086666719	10.6098286946615
182.0814	0.0195270326206075	-0.0826414958782726	2.39714724222818
792.0371	0.0400816474303618	-0.268940405155941	35.0218180338542
796.9663	0.463442222300105	-0.129785087355822	22.498476155599
806.0072	0.292706151055807	0.0877517058947101	23.0724833170573
195.0881	0.134747295748044	-0.597248803660783	11.9951995849609
813.9807	0.228328897386873	-0.275995401308719	21.6982014973958
202.0477	0.969894082635725	-0.0113759676458052	11.0072509765625
833.643	0.0318152970983896	-0.153639291523133	39.5752848307292
835.9741	0.482132480749496	0.133106928704853	21.731298828125
204.1213	0.142941441315768	-0.275801838346949	1.27121658325195
876.0135	0.60223427819757	-0.20192012509153	24.8908467610677
948.0777	0.645019727863132	-0.0117753209280644	17.1226582845052
1011.139	0.112303114558248	0.389498846633137	22.4929667154948
1039.6631	0.066487912565996	0.260897480450245	21.7147501627603
1047.7234	0.155930545975637	-0.815099544588743	24.8883829752603
1062.1461	0.184519460336449	0.0809437047672611	21.7202657063802
1073.0715	0.392797804211356	0.118166339375458	17.1116170247397
1109.7508	0.169781369743623	0.010334241208849	17.117197672526
209.0922	0.32900736919419	0.267337937224847	4.332373046875
1196.8398	0.510907637792417	0.062680601826984	36.777001953125
1197.3265	0.768417550567334	0.10876467843741	35.2646647135417
1232.3237	0.945837702575062	0.0925247801316959	35.0603291829427
1235.8617	0.134747295748044	0.333925011557727	37.4889811197917
1259.203	0.299745875759199	0.202006769747107	18.3479329427083
1259.4895	0.510907637792417	0.0650524496312583	18.347939046224
1259.9183	0.205590530990243	0.0916591926981875	18.3559814453125
1274.1983	0.134747295748044	0.314464922339214	17.5973164876302
1295.3022	0.240336138546136	-0.0192019270380654	22.492958577474
1346.7804	0.591737904009501	-0.00168827568615185	17.4040771484375
1388.3646	0.734029827951016	-0.103546464487862	17.475899251302
1388.6502	0.921829852756413	0.0269780843229789	17.4758829752603
1428.109	0.044844534766927	-0.460810653457176	34.431270345052
1447.7252	0.993977465449806	-0.215353294455032	18.3589680989583
1469.7349	0.850310507817901	-0.00222731646451305	18.3599487304687
1472.8983	0.409828064111275	0.0646523067180601	18.3535563151042
216.02	0.510907637792417	0.00575740621060433	1.87281405131022
1490.2265	0.993977465449806	0.0979110441736071	17.5973185221353
1509.4751	0.530570309289734	-0.0995300860645542	22.4929606119792
1539.1039	0.623470632218207	0.16438904392666	35.468868001302
1571.4084	0.945837702575062	0.106415990296911	17.4048706054687
1576.9586	0.0179388764923803	0.482803431008898	22.4929667154948
1594.6606	0.418502748071418	-0.0180723919711276	37.483467610677
1643.1592	0.60223427819757	1.21953900307452	37.2185506184897
104.1061	0.909850820644689	-0.27513039349487	24.9053365071615
104.1061	0.909850820644689	-0.27513039349487	24.9053365071615
104.1061	0.108862400041386	0.445181194067863	23.0835327148437
104.1061	0.108862400041386	0.445181194067863	23.0835327148437
104.1062	0.147177053680528	0.176795318716973	21.7533833821615
105.1094	0.360029715304625	0.140326453625733	24.9094197591147
111.0081	0.86216251784094	-0.0429924155103177	1.88383954366048
218.1388	0.581325046963733	-0.000352445557676739	2.29779637654622
125.9849	0.634207016338209	0.023981988719679	26.0409006754557
133.1052	1	-0.0310075010098504	2.41921666463217
137.0458	0.779984343515742	-0.0806354826442435	1.8451987584432
141.9587	0.32900736919419	-0.289950224162214	0.531566619873047
141.9592	0.427282892562194	-0.213181949521873	46.9159708658853
141.9585	0.246501160471999	0.0674008257406431	2.07701670328777
141.9588	0.826708662979379	-0.046808673162043	45.4146993001302
141.9586	0.189633438323003	0.430605920867673	10.2179997762044
149.9512	0.368058960398774	0.718973153852702	44.078993733724
160.1333	0.0959137331449776	0.164740342606608	9.92619120279948
185.1149	0.897891932915131	0.16392778511109	14.5286051432292
254.0597	0.142941441315768	0.0494255098545375	12.55181833903
204.1135	0.292706151055807	0.344714466976038	8.49137064615885
217.1048	0.472737291802625	-0.350716729176454	7.97165018717448
254.0902	0.252774396630492	0.151680580310727	11.3273681640625
232.1545	0.222485657770347	0.348561946146087	6.1833501180013
232.1545	0.222485657770347	0.348561946146087	6.1833501180013
256.612	0.105504296160935	0.166190364754526	11.1838658650716
247.176	0.0538210923434298	0.513679281133576	17.2992797851563
259.0934	0.779984343515742	0.0974185633673202	16.0408803304036
263.0868	0.292706151055807	-0.0198426461946885	17.1943989827472
264.1961	0.8740451589815	-0.107831009669452	12.774750773112
277.0946	0.454248301729058	0.113526565183256	14.7107330322266
279.6445	0.981933747623729	-0.0278180709934521	21.7313008626302
282.2019	0.035748460244408	0.275905367424015	17.0512827555338
287.889	0.52069190197949	0.604697649264056	46.8938802083333
288.2166	0.655906850086204	0.201928563336483	15.2902455647786
279.0837	0.826708662979379	-0.00268059988598574	14.6113830566406
291.1455	0.472737291802625	-0.0350400138923982	11.4432840983073
301.0737	0.401259536144224	-0.00357707361986495	16.9460479736328
301.0737	0.401259536144224	-0.00357707361986495	16.9460479736328
304.2116	0.0620215202618727	-0.0485446899243301	13.430268351237
316.2473	0.102227615858882	0.609856458965106	16.6753977457682
308.1231	0.933826370259424	-0.0540717430254704	17.6899251302083
390.9643	0.0195270326206075	-1.28246465366191	17.3456380208333
315.0772	0.0538210923434298	-2.01004621188512	1.07798226674398
413.3192	0.073672717727431	-0.108257981943184	23.9125427246093
426.3535	0.779984343515742	0.144712469844458	19.3249003092448
431.2731	0.814963913284317	0.21250694862313	19.0489501953125
438.9809	0.108862400041386	0.621820280374642	1.87816645304362
452.7376	0.384443453311812	0.262471887704881	13.8690526326497
321.1326	0.850310507817901	-0.0960954024712532	15.1770131429037
476.3265	0.530570309289734	-0.0419890767805105	16.0905497233073
485.7103	0.035748460244408	2.51170653807418	13.8828318277995
518.3074	0.138798541263156	-0.200641416559797	20.9751658121745
518.8189	0.530570309289734	-0.0358169211595306	21.9631164550782
329.2391	0.885955835423282	-0.066836610767684	28.4869669596353
617.469	0.211117098868465	0.144472978663041	28.7351094563802
659.2809	0.838491704813166	-0.1209063035394	22.6833455403647
724.0359	0.066487912565996	0.390870274446794	33.0127990722657
726.0515	0.560756529045363	0.0530695128827722	34.4367797851563
739.272	0.510907637792417	-0.0793633404647134	16.1254506429037
750.3069	0.436167746687301	-0.0237609361204081	24.9049499511718
764.0381	0.814963913284317	0.0579917579287526	34.3715413411458
336.1839	0.969894082635725	-0.000952777830403988	10.593300374349
788.5982	0.169781369743623	-0.0489222172418109	37.483475748698
791.0292	0.200168212005899	0.122444678220576	34.2435994466147
800.0709	0.228328897386873	-0.152952247717915	36.8156331380208
803.0298	0.52069190197949	-0.132661940334063	34.2842325846353
806.0537	0.174594279205337	-0.15068124129973	35.5913696289063
350.1632	0.409828064111275	0.14835478179025	11.8792994181315
1010.6369	0.756901300170349	0.00753683200912256	22.4929667154948
1044.6298	0.463442222300105	0.0333437211858123	22.4929667154948
152.0707	0.147177053680528	0.106923864694811	7.65705006917318
359.5268	0.850310507817901	0.107417275215463	12.4201797485352
1063.6588	0.612812445464121	0.0457402082094223	22.5591837565103
1064.6573	0.205590530990243	-0.128779530881848	21.7037170410157
1087.6515	0.119437072270637	0.116350940587937	21.687148030599
1102.4297	0.00877056144050701	0.540244559798386	18.3534444173177
1109.6435	0.463442222300105	0.144176065117134	21.6650716145833
1161.327	0.623470632218207	0.1438392986956	35.4688842773437
1171.8228	0.344299066149903	-0.224536014585115	35.3915974934897
1183.8223	0.252774396630492	0.220651514977953	35.3253824869792
1184.83	0.734029827951016	-0.0146296711605148	35.5682169596353
1199.8513	0.711388381703317	-0.031400820717008	36.854268391927
1229.3133	0.384443453311812	-0.0500112958921607	35.2591552734375
1262.9155	0.745437951041837	-0.278363063933695	18.3536966959635
1295.8045	0.510907637792417	0.19642172549936	22.4929606119792
1494.2233	0.591737904009501	-0.175173227699311	17.5973022460937
1541.1094	0.945837702575062	-0.0361256428791802	35.4523193359375
1542.6298	0.634207016338209	0.00755053098847535	36.7769856770833
1563.1005	0.066487912565996	-0.223015365468747	35.3640177408853
1565.1152	0.850310507817901	-0.152172994678027	35.2756958007813
1572.5926	0.993977465449806	0.0996482371089642	35.4743977864583
1576.1401	0.384443453311812	-0.071548642658649	36.8046020507813
1577.1375	0.581325046963733	-0.0820517765320682	36.7935628255208
1588.1133	0.234278880975528	0.0784174538519856	35.5902994791667
1589.1144	0.510907637792417	0.0344576507576977	35.5902994791667
1590.123	0.0250355771440627	0.322697960423234	35.8000325520833
1656.088	0.00160800931317991	0.862262412082262	35.2646565755208
409.1595	0.655906850086204	-0.0162757412658173	17.233066813151
166.0869	0.151506416239197	0.68629874236274	5.07948633829753
169.0358	0.445156503828477	0.209301508120749	1.76353594462077
561.4073	0.463442222300105	-0.00773462532588618	26.4282653808593
566.3174	0.321526618060025	-0.145051446222461	21.670585123698
566.3174	0.321526618060025	-0.145051446222461	21.670585123698
568.4217	0.0432072896334795	-0.125707228754637	29.6625223795573
592.3319	0.0959137331449776	0.201496059432259	22.287353515625
